ICD10_Code,dx_name,N,oncotree_code,Confidence,Metastasis,ICD10 info,level_1,level_2,level_3,level_4,level_5
D49.6,Primary brain tumor (CMS-HCC),1,,,,,,,,,
D49.6,Recurrent brain tumor (CMS-HCC),1,,,,,,,,,
D49.6,Thalamic tumor (CMS-HCC),1,,,,,,,,,
D49.7,Tumor,1,,,,,,,,,
D49.89,Intra-abdominal tumor,1,,,,,,,,,
D49.89,Neoplasm of hand,1,,,,,,,,,
D49.89,Neoplasm of nose,1,,,,,,,,,
D49.9,Inflammatory myofibroblastic tumor,1,,,,,,,,,
D49.9,Paraneoplastic neuropathy (CMS-HCC),1,,,,,,,,,
D64.81,Anemia due to chemotx for prostate cancer treated with erythropoietin (CMS-HCC),1,,,,,,,,,
D75.1,Polycythemia,1,,,,,,,,,
G13.0,Paraneoplastic neuropathy (CMS-HCC),1,,,,,,,,,
G63,Neuropathy associated with malignant neoplasm (CMS-HCC),1,,,,,,,,,
I82.220,Tumor of right kidney with thrombus of IVC (CMS-HCC),1,,,,,,,,,
ICD10_Code,dx_name,1,,,,,,,,,
K31.7,Gastric polyps,1,,,,,,,,,
K63.5,Dysplastic colon polyp,1,,,,,,,,,
K63.5,Hyperplastic colon polyp,1,,,,,,,,,
L85.8,Keratoacanthoma of chin,1,,,,,,,,,
M84.50XA,Pathological fracture in neoplastic disease,1,,,,,,,,,
M84.550A,Pathological fracture of pelvis due to neoplastic disease,1,,,,,,,,,
M84.551A,Pathological fracture of right femur due to neoplastic disease,1,,,,,,,,,
M84.551A,Pathological fracture of right femur due to neoplastic disease (CMS-HCC),1,,,,,,,,,
M84.551D,Pathological fracture of right hip due to neoplastic disease with routine healing,1,,,,,,,,,
M84.553D,Pathological fracture of femur due to neoplastic disease with routine healing,1,,,,,,,,,
M84.58XA,Pathological fracture of thoracic vertebra due to neoplastic disease,1,,,,,,,,,
M84.58XD,Pathological fracture of vertebra due to neoplastic disease with routine healing,1,,,,,,,,,
NULL,Giant cell sarcoma (except of bone M9250/3),1,,,,,,,,,
NULL,Lipoma NEC,1,,,,,,,,,
NULL,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues(238.79),1,,,,,,,,,
NULL,Pheochromocytoma,1,,,,,,,,,
NULL,Secondary and malignant neoplasm of intra-abdominal lymph nodes,1,,,,,,,,,
Q85.00,NF (neurofibromatosis) (CMS-HCC),1,,,,,,,,,
T45.1X5A,Anemia due to chemotx for prostate cancer treated with erythropoietin (CMS-HCC),1,,,,,,,,,
T86.99,PTLD (post-transplant lymphoproliferative disorder) (CMS-HCC),1,,,,,,,,,
Z08,Encounter for follow-up surveillance of appendiceal cancer,1,,,,,,,,,
Z15.01,Breast cancer,1,,,,,,,,,
Z15.01,Malignant neoplasm of breast with BRCA1 gene mutation (CMS-HCC),1,,,,,,,,,
Z17.0,Malignant neoplasm of axillary tail of left breast in female,1,,,,,,,,,
Z17.0,Malignant neoplasm of breast in female,1,,,,,,,,,
Z17.0,Malignant neoplasm of central portion of left breast in female,1,,,,,,,,,
Z17.0,Malignant neoplasm of upper-inner quadrant of left breast in female,1,,,,,,,,,
Z17.0,Malignant neoplasm of upper-outer quadrant of right breast,1,,,,,,,,,
Z17.0,Stage 1 breast cancer,1,,,,,,,,,
Z17.0,Stage 3 carcinoma of breast,1,,,,,,,,,
Z17.1,Malignant neoplasm of breast in female,1,,,,,,,,,
Z17.1,Malignant neoplasm of central portion of right breast in female,1,,,,,,,,,
Z17.1,Malignant neoplasm of lower-inner quadrant of right breast of female,1,,,,,,,,,
Z17.1,Malignant neoplasm of lower-outer quadrant of left breast of female,1,,,,,,,,,
Z17.1,Malignant neoplasm of overlapping sites of both breasts in female,1,,,,,,,,,
Z17.1,Malignant neoplasm of right breast in female,1,,,,,,,,,
Z17.1,Malignant neoplasm of upper-outer quadrant of left breast in female,1,,,,,,,,,
Z85.038,Encounter for follow-up surveillance of appendiceal cancer,1,,,,,,,,,
